CODIGO SION;CODIGO DANE;DESCRIPCION;DEPARTAMENTO
356;25658000;SAN FRANCISCO;CUNDINAMARCA
357;86755000;SAN FRANCISCO;PUTUMAYO
358;68679000;SAN GIL;SANTANDER
359;13654000;SAN JACINTO;BOLIVAR
360;44650000;SAN JUAN DEL CESAR;GUAJIRA
361;95001000;SAN JOSÉ DEL GUAVIARE;GUAVIARE
362;50683000;SAN JUAN DE ARAMA;META
364;13657000;SAN JUAN NEPOMUCENO;BOLIVAR
365;05660000;SAN LUIS;ANTIOQUIA
366;25843007;SAN LUIS;CUNDINAMARCA
367;70708000;SAN MARCOS;SUCRE
368;20770000;SAN MARTÍN;CESAR
369;50689000;SAN MARTÍN;META
370;70713000;SAN ONOFRE;SUCRE
371;70717000;SAN PEDRO;SUCRE
372;05664000;SAN PEDRO DE LOS MILAGROS;ANTIOQUIA
373;23686000;SAN PELAYO;CORDOBA
374;05667000;SAN RAFAEL;ANTIOQUIA
375;05670000;SAN ROQUE;ANTIOQUIA
379;05674000;SAN VICENTE;ANTIOQUIA
380;68689000;SAN VICENTE DE CHUCURÍ;SANTANDER
381;05679000;SANTA BÁRBARA;ANTIOQUIA
382;05042000;SANTA FÉ DE ANTIOQUIA;ANTIOQUIA
383;47001000;SANTA MARTA;MAGDALENA
384;66682000;SANTA ROSA DE CABAL;RISARALDA
385;05686000;SANTA ROSA DE OSOS;ANTIOQUIA
386;15693000;SANTA ROSA DE VITERBO;BOYACA
387;73547002;DOIMA;TOLIMA
388;19698000;SANTANDER DE QUILICHAO;CAUCA
389;05697000;EL SANTUARIO;ANTIOQUIA
390;66687000;SANTUARIO;RISARALDA
391;54720000;SARDINATA;NORTE DE SANTANDER
392;25718000;SASAIMA;CUNDINAMARCA
393;05736000;SEGOVIA;ANTIOQUIA
394;25736000;SESQUILÉ;CUNDINAMARCA
395;76736000;SEVILLA;VALLE DEL CAUCA
396;25740000;SIBATÉ;CUNDINAMARCA
397;25745000;SIMIJACA;CUNDINAMARCA
399;25754000;SOACHA;CUNDINAMARCA
400;15753000;SOATÁ;BOYACA
401;68755000;SOCORRO;SANTANDER
402;15759000;SOGAMOSO;BOYACA
403;08758000;SOLEDAD;ATLANTICO
404;05756000;SONSÓN;ANTIOQUIA
405;05761000;SOPETRÁN;ANTIOQUIA
406;25758000;SOPÓ;CUNDINAMARCA
407;17777000;SUPÍA;CALDAS
409;41668000;SAN AGUSTÍN;HUILA
410;25785000;TABIO;CUNDINAMARCA
411;27787000;TADÓ;CHOCO
412;13780000;TALAIGUA NUEVO;BOLIVAR
413;81794000;TAME;ARAUCA
414;05789000;TÁMESIS;ANTIOQUIA
415;05790000;TARAZÁ;ANTIOQUIA
416;41801000;TERUEL;HUILA
417;41797000;TESALIA;HUILA
418;54810000;TIBÚ;NORTE DE SANTANDER
419;23807000;TIERRALTA;CORDOBA
420;41807000;TIMANÁ;HUILA
421;19807000;TIMBÍO;CAUCA
422;05809000;TITIRIBÍ;ANTIOQUIA
423;25815000;TOCAIMA;CUNDINAMARCA
424;70820000;SANTIAGO DE TOLÚ;SUCRE
425;76823000;TORO;VALLE DEL CAUCA
426;76828000;TRUJILLO;VALLE DEL CAUCA
427;76834000;TULUÁ;VALLE DEL CAUCA
428;52835000;TUMACO;NARIÑO
429;15001000;TUNJA;BOYACA
430;52838000;TÚQUERRES;NARIÑO
431;13836000;TURBACO;BOLIVAR
432;05837000;TURBO;ANTIOQUIA
433;25843000;VILLA DE SAN DIEGO DE UBATÉ;CUNDINAMARCA
434;05847000;URRAO;ANTIOQUIA
1206;05120002;EL JARDIN (TAMANA);ANTIOQUIA
376;20228000;SAN ROQUE;CESAR
436;05854000;VALDIVIA;ANTIOQUIA
437;23855000;VALENCIA;CORDOBA
438;20001000;VALLEDUPAR;CESAR
439;68861000;VÉLEZ;SANTANDER
440;73861000;VENADILLO;TOLIMA
441;05861000;VENECIA;ANTIOQUIA
442;15861000;VENTAQUEMADA;BOYACA
443;76863000;VERSALLES;VALLE DEL CAUCA
445;76869000;VIJES;VALLE DEL CAUCA
446;54874000;VILLA DEL ROSARIO;NORTE DE SANTANDER
447;86885000;VILLAGARZÓN;PUTUMAYO
448;17873000;VILLAMARÍA;CALDAS
449;44874000;VILLANUEVA;GUAJIRA
450;25873000;VILLAPINZÓN;CUNDINAMARCA
759;19397000;LA VEGA;CAUCA
760;19355000;INZÁ;CAUCA
761;68502000;ONZAGA;SANTANDER
762;73686000;SANTA ISABEL;TOLIMA
763;23079002;VILLA FÁTIMA;CORDOBA
764;44855000;URUMITA;GUAJIRA
765;44098000;DISTRACCIÓN;GUAJIRA
766;23417002;EL CARITO;CORDOBA
767;47980004;ORIHUECA;MAGDALENA
768;47980006;RIOFRÍO;MAGDALENA
770;47980010;TUCURINCA;MAGDALENA
771;47692003;LA PACHA;MAGDALENA
772;70110000;BUENAVISTA;SUCRE
773;70204000;RICAURTE (COLOSÓ);SUCRE
774;44110000;EL MOLINO;GUAJIRA
775;70418000;LOS PALMITOS;SUCRE
776;47268000;EL RETÉN;MAGDALENA
777;23682000;SAN JOSÉ DE URÉ;CORDOBA
778;47030000;ALGARROBO;MAGDALENA
779;08558000;POLONUEVO;ATLANTICO
780;47980001;GUACAMAYAL;MAGDALENA
781;47161000;CERRO DE SAN ANTONIO;MAGDALENA
782;20383000;LA GLORIA;CESAR
783;47605000;REMOLINO;MAGDALENA
784;08606000;REPELÓN;ATLANTICO
786;08141000;CANDELARIA;ATLANTICO
788;20400000;LA JAGUA DE IBIRICO;CESAR
789;47980008;SEVILLA;MAGDALENA
790;20787000;TAMALAMEQUE;CESAR
791;08296000;GALAPA;ATLANTICO
792;20250000;EL PASO;CESAR
793;25426000;MACHETÁ;CUNDINAMARCA
794;05264000;ENTRERRÍOS;ANTIOQUIA
795;47980007;SANTA ROSALIA;MAGDALENA
797;23678000;SAN CARLOS;CORDOBA
798;23500000;MOÑITOS;CORDOBA
800;05885000;YALÍ;ANTIOQUIA
802;52260000;EL TAMBO;NARIÑO
804;19256000;EL TAMBO;CAUCA
806;20032001;ARJONA;CESAR
807;13433003;MALAGANA;BOLIVAR
808;54673000;SAN CAYETANO;NORTE DE SANTANDER
810;85250000;PAZ DE ARIPORO;CASANARE
811;13873000;VILLANUEVA;BOLIVAR
812;18785000;SOLITA;CAQUETA
816;15776000;SUTAMARCHÁN;BOYACA
817;25438000;MEDINA;CUNDINAMARCA
819;85430000;TRINIDAD;CASANARE
820;85263000;PORE;CASANARE
821;54385000;LA ESPERANZA;NORTE DE SANTANDER
822;41518000;PAICOL;HUILA
823;18029000;ALBANIA;CAQUETA
824;73678000;SAN LUIS;TOLIMA
826;15367000;JENESANO;BOYACA
827;19022000;ALMAGUER;CAUCA
828;41660000;SALADOBLANCO;HUILA
829;08520000;PALMAR DE VARELA;ATLANTICO
830;15804000;TIBANÁ;BOYACA
831;05120006;PUERTO BÉLGICA;ANTIOQUIA
832;68207000;CONCEPCIÓN;SANTANDER
833;15180000;CHISCAS;BOYACA
835;41013000;AGRADO;HUILA
837;47980003;LA GRAN VÍA;MAGDALENA
838;08675000;SANTA LUCÍA;ATLANTICO
840;47460004;LOS ANDES;MAGDALENA
842;70771000;SUCRE;SUCRE
843;70429010;SAN ROQUE;SUCRE
844;47798000;TENERIFE;MAGDALENA
845;23570004;EL VARAL;CORDOBA
846;08770000;SUAN;ATLANTICO
847;47675000;SALAMINA;MAGDALENA
849;73001001;BUENOS AIRES;TOLIMA
850;47258000;EL PIÑÓN;MAGDALENA
851;44560000;MANAURE;GUAJIRA
852;05854002;PUERTO VALDIVIA;ANTIOQUIA
854;73555002;GAITANIA;TOLIMA
855;19532013;EL ESTRECHO;CAUCA
857;52786000;TAMINANGO;NARIÑO
858;76306001;COSTA RICA;VALLE DEL CAUCA
859;15531000;PAUNA;BOYACA
860;18860000;VALPARAÍSO;CAQUETA
861;19137008;SIBERIA;CAUCA
862;15664000;SAN JOSÉ DE PARE;BOYACA
863;05842000;URAMITA;ANTIOQUIA
864;05893018;CASABE;ANTIOQUIA
865;25779000;SUSA;CUNDINAMARCA
867;41799000;TELLO;HUILA
868;50568000;PUERTO GAITÁN;META
869;52019000;SAN JOSÉ;NARIÑO
870;15837000;TUTA;BOYACA
872;70429000;MAJAGUAL;SUCRE
873;25596000;QUIPILE;CUNDINAMARCA
874;68051000;ARATOCA;SANTANDER
875;50450000;PUERTO CONCORDIA;META
876;70523000;PALMITO;SUCRE
877;52227000;CUMBAL;NARIÑO
878;44378000;HATONUEVO;GUAJIRA
879;18479000;MORELIA;CAQUETA
880;19824000;TOTORÓ;CAUCA
882;15808000;TINJACÁ;BOYACA
883;17541002;BOLIVIA;CALDAS
884;15638000;SÁCHICA;BOYACA
886;05321000;GUATAPÉ;ANTIOQUIA
887;05206000;CONCEPCIÓN;ANTIOQUIA
889;25288001;CAPELLANÍA;CUNDINAMARCA
893;50223000;CUBARRAL;META
894;08372000;JUAN DE ACOSTA;ATLANTICO
896;66594002;IRRA;RISARALDA
899;05107000;BRICEÑO;ANTIOQUIA
901;25407000;LENGUAZAQUE;CUNDINAMARCA
902;18205000;CURILLO;CAQUETA
903;25592003;TOBIA - LA MILAGROSA;CUNDINAMARCA
905;68324000;GUAVATÁ;SANTANDER
907;20175016;LA MATA;CESAR
908;73622000;RONCESVALLES;TOLIMA
911;15514000;PÁEZ;BOYACA
912;25019000;ALBÁN;CUNDINAMARCA
914;25279001;LA UNIÓN;CUNDINAMARCA
915;15224000;CUCAITA;BOYACA
916;20238002;CARACOLICITO;CESAR
917;66318002;SAN CLEMENTE;RISARALDA
918;27050000;YUTO;CHOCO
919;41770000;SUAZA;HUILA
920;76670000;SAN PEDRO;VALLE DEL CAUCA
922;25095003;LA SIERRA;CUNDINAMARCA
923;17495000;NORCASIA;CALDAS
924;68855000;VALLE DE SAN JOSÉ;SANTANDER
925;73347000;HERVEO;TOLIMA
928;05604003;SANTA ISABEL;ANTIOQUIA
931;85139000;MANÍ;CASANARE
932;27810000;ÁNIMAS;CHOCO
933;17867000;VICTORIA;CALDAS
935;05604001;LA CRUZADA;ANTIOQUIA
937;76616009;SALÓNICA;VALLE DEL CAUCA
938;19110012;TIMBA;CAUCA
939;52083000;BELÉN;NARIÑO
940;25867000;VIANÍ;CUNDINAMARCA
943;05690000;SANTO DOMINGO;ANTIOQUIA
944;15673000;SAN MATEO;BOYACA
945;68861001;ALTO JORDÁN;SANTANDER
947;27450000;ANDAGOYA;CHOCO
949;27160000;CÉRTEGUI;CHOCO
950;05679004;VERSALLES;ANTIOQUIA
951;19455005;ORTIGAL;CAUCA
955;52835017;ESPRIELLA;NARIÑO
957;52573000;PUERRES;NARIÑO
959;15380000;LA CAPILLA;BOYACA
961;52786002;EL TABLÓN;NARIÑO
962;76233011;EL QUEREMAL;VALLE DEL CAUCA
964;52560000;POTOSÍ;NARIÑO
965;52203001;GUAITARILLA (COLON);NARIÑO
966;52585004;JOSÉ MARÍA HERNÁNDEZ;NARIÑO
968;81065008;LA ESMERALDA (JUJUA);ARAUCA
970;25299000;GAMA;CUNDINAMARCA
971;76403003;HOLGUÍN;VALLE DEL CAUCA
973;15189000;CIÉNEGA;BOYACA
975;15162000;CERINZA;BOYACA
977;17614001;BONAFONT;CALDAS
978;17380002;GUARINOCITO;CALDAS
979;05411007;SAN CRISTÓBAL;ANTIOQUIA
981;76318008;SONSO;VALLE DEL CAUCA
983;18410000;LA MONTAÑITA;CAQUETA
984;25518004;VENECIA;CUNDINAMARCA
985;66001002;ARABIA;RISARALDA
987;81591000;PUERTO RONDÓN;ARAUCA
989;41548000;PITAL;HUILA
992;13670000;SAN PABLO;BOLIVAR
993;76111002;EL PLACER;VALLE DEL CAUCA
997;50400000;LEJANÍAS;META
1000;73622001;SANTA ELENA;TOLIMA
1001;68780000;SURATÁ;SANTANDER
1002;68615031;SAN RAFAEL;SANTANDER
1003;81300000;FORTUL;ARAUCA
1004;50110000;BARRANCA DE UPÍA;META
1006;15667000;SAN LUIS DE GACENO;BOYACA
1010;15106000;BRICEÑO;BOYACA
1012;05044000;ANZÁ;ANTIOQUIA
1013;54800000;TEORAMA;NORTE DE SANTANDER
1014;25320003;PUERTO BOGOTÁ;CUNDINAMARCA
1018;47001010;TAGANGA;MAGDALENA
1019;17013001;ARMA;CALDAS
1020;15580000;QUÍPAMA;BOYACA
1021;73616001;HERRERA;TOLIMA
1022;52885000;YACUANQUER;NARIÑO
1023;08560000;PONEDERA;ATLANTICO
1025;19532008;PATÍA;CAUCA
1026;05380001;LA TABLAZA;ANTIOQUIA
1028;15368000;JERICÓ;BOYACA
1031;66318003;SANTA ANA;RISARALDA
1032;25662001;CAMBAO;CUNDINAMARCA
1033;68211001;SAN PABLO;SANTANDER
1034;25524000;PANDI;CUNDINAMARCA
1035;52240000;CHACHAGÜÍ;NARIÑO
1036;25258000;EL PEÑÓN;CUNDINAMARCA
1040;05086000;BELMIRA;ANTIOQUIA
1041;05837002;NUEVA COLONIA;ANTIOQUIA
1042;68271000;FLORIÁN;SANTANDER
1043;25513001;PASUNCHA;CUNDINAMARCA
1044;05347000;HELICONIA;ANTIOQUIA
1045;15332000;GÜICÁN DE LA SIERRA;BOYACA
1046;25312000;GRANADA;CUNDINAMARCA
664;68320000;GUADALUPE;SANTANDER
2160;52540001;ALTAMIRA;NARIÑO
2162;25645016;BELLAVISTA;CUNDINAMARCA
2163;52678023;BETANIA;NARIÑO
2164;68255002;BETANIA;SANTANDER
2165;50001004;BUENAVISTA;META
2166;25898006;CARTAGENA;CUNDINAMARCA
2167;50001001;CONCEPCION;META
2168;76109009;CORDOBA;VALLE DEL CAUCA
2169;54673002;CORNEJO;NORTE DE SANTANDER
2170;23001068;EL DOCE;CORDOBA
2171;52683002;EL INGENIO;NARIÑO
2172;25878003;EL PIÑAL;CUNDINAMARCA
2173;25745003;EL RETEN;CUNDINAMARCA
2174;25320009;LA CABAÑA;CUNDINAMARCA
2175;52399003;LA CALDERA;NARIÑO
2176;25126013;LA ESPERANZA;CUNDINAMARCA
2177;54001042;LA FLORESTA;NORTE DE SANTANDER
2178;81065005;LA PAZ;ARAUCA
1096;25035001;LA PAZ;CUNDINAMARCA
969;15401000;LA VICTORIA;BOYACA
2179;25245002;LA VICTORIA;CUNDINAMARCA
2180;25596002;LA VIRGEN;CUNDINAMARCA
2182;52356009;LAS CRUCES;NARIÑO
2183;76001016;MONTEBELLO;VALLE DEL CAUCA
2184;76834016;NARIÑO;VALLE DEL CAUCA
2185;25035003;PATIO BONITO;CUNDINAMARCA
1251;50150002;PUEBLO VIEJO;META
1276;50287002;PUERTO LIMÓN;META
1702;81736006;PUERTO LLERAS;ARAUCA
1703;50287003;PUERTO SANTANDER;META
1704;50573008;REMOLINO;META
1705;19573003;SAN CARLOS;CAUCA
1706;25815008;SAN CARLOS;CUNDINAMARCA
1720;13580005;SAN CAYETANO;BOLIVAR
1707;52001076;SAN FRANCISCO;NARIÑO
1708;25817004;SAN JAVIER;CUNDINAMARCA
991;25386003;SAN JOAQUIN;CUNDINAMARCA
1709;50150001;SAN LORENZO;META
1710;52022003;SAN LUIS;NARIÑO
1711;23574012;SAN MIGUEL;CORDOBA
1712;25299001;SAN ROQUE;CUNDINAMARCA
1713;19455007;SANTA ANA;CAUCA
1714;25175023;SANTA BARBARA;CUNDINAMARCA
1715;25530002;SANTA CECILIA;CUNDINAMARCA
1716;25596003;SANTA MARTA;CUNDINAMARCA
1717;23678004;SANTA ROSA;CORDOBA
1718;25839005;SANTA ROSA;CUNDINAMARCA
2017;68773000;SUCRE;SANTANDER
1721;76364013;TIMBA;VALLE DEL CAUCA
2181;19573002;LAS BRISAS;VALLE DEL CAUCA
1049;73678004;PAYANDÉ;TOLIMA
1050;15518000;PAJARITO;BOYACA
1051;17446000;MARULANDA;CALDAS
1052;05628000;SABANALARGA;ANTIOQUIA
1053;18610000;SAN JOSÉ DEL FRAGUA;CAQUETA
1054;15681007;COSCUEZ;BOYACA
1056;41244000;ELÍAS;HUILA
1058;05059000;ARMENIA;ANTIOQUIA
1059;68169000;CHARTA;SANTANDER
1060;25245001;EL TRIUNFO;CUNDINAMARCA
1062;15720000;SATIVANORTE;BOYACA
1063;76834010;LA MARINA;VALLE DEL CAUCA
1065;25612000;RICAURTE;CUNDINAMARCA
1066;17272005;SAMARIA;CALDAS
1067;41001003;FORTALECILLAS;HUILA
1068;05306000;GIRALDO;ANTIOQUIA
1071;15696000;SANTA SOFÍA;BOYACA
1072;25530000;PARATEBUENO;CUNDINAMARCA
1075;17662007;SAN DIEGO;CALDAS
1076;73347005;PADUA;TOLIMA
1077;86571000;PUERTO GUZMÁN;PUTUMAYO
1080;15790000;TASCO;BOYACA
1082;15600000;RÁQUIRA;BOYACA
1083;47001038;VALLE DE GAIRA;MAGDALENA
1087;25436000;MANTA;CUNDINAMARCA
1088;44090004;PALOMINO;GUAJIRA
1089;25518000;PAIME;CUNDINAMARCA
1091;25328000;GUAYABAL DE SÍQUIMA;CUNDINAMARCA
1092;13222000;CLEMENCIA;BOLIVAR
1095;15842000;ÚMBITA;BOYACA
1097;41551001;BRUSELAS;HUILA
1098;25793000;TAUSA;CUNDINAMARCA
1100;15183000;CHITA;BOYACA
1101;25040002;LA FLORIDA;CUNDINAMARCA
1102;50150000;CASTILLA LA NUEVA;META
1103;25594002;PUENTE QUETAME;CUNDINAMARCA
1104;15248000;EL ESPINO;BOYACA
1106;25878002;SAN GABRIEL;CUNDINAMARCA
1107;85410000;TAURAMENA;CASANARE
1108;25430004;PUENTE DE PIEDRA;CUNDINAMARCA
1109;15204000;CÓMBITA;BOYACA
1110;41503000;OPORAPA;HUILA
1111;41530000;PALESTINA;HUILA
1112;17541011;SAN DANIEL;CALDAS
1117;81736008;PUERTO NARIÑO;ARAUCA
1118;18460001;SAN ANTONIO DE GETUCHA;CAQUETA
1119;05021000;ALEJANDRÍA;ANTIOQUIA
1122;25797000;TENA;CUNDINAMARCA
1123;86865004;EL PLACER;PUTUMAYO
1124;76248009;SANTA ELENA;VALLE DEL CAUCA
1126;15464000;MONGUA;BOYACA
1127;73547000;PIEDRAS;TOLIMA
1128;23660004;COLOMBOY;CORDOBA
1130;23660008;LA YE;CORDOBA
1131;23162002;MATEO GÓMEZ;CORDOBA
1132;23168000;CHIMÁ;CORDOBA
1133;18410002;LA UNIÓN PENEYA;CAQUETA
1135;86885001;PUERTO UMBRÍA;PUTUMAYO
1136;86569002;VILLA FLOR;PUTUMAYO
1137;86219001;SAN PEDRO;PUTUMAYO
1139;86568019;SANTANA;PUTUMAYO
1141;86865003;EL TIGRE;PUTUMAYO
1142;86320008;BUENOS AIRES;PUTUMAYO
1143;52207000;CONSACÁ;NARIÑO
1144;15494000;NUEVO COLÓN;BOYACA
1145;41378000;LA ARGENTINA;HUILA
1147;23079000;BUENAVISTA;CORDOBA
1151;47707000;SANTA ANA;MAGDALENA
2139;52565000;PROVIDENCIA;NARIÑO
1064;86757000;LA DORADA;PUTUMAYO
1152;52835031;LLORENTE;NARIÑO
1153;05659000;SAN JUAN DE URABÁ;ANTIOQUIA
1154;19845000;VILLA RICA;CAUCA
1155;73854000;VALLE DE SAN JUAN;TOLIMA
1156;85300000;SABANALARGA;CASANARE
1157;85325000;SAN LUIS DE PALENQUE;CASANARE
1158;85125000;HATO COROZAL;CASANARE
1159;25245000;EL COLEGIO;CUNDINAMARCA
1160;25339000;GUTIÉRREZ;CUNDINAMARCA
1161;25594000;QUETAME;CUNDINAMARCA
1162;15223000;CUBARÁ;BOYACA
1163;15425000;MACANAL;BOYACA
1164;15810000;TIPACOQUE;BOYACA
1165;23300000;COTORRA;CORDOBA
1166;19137000;CALDONO;CAUCA
1167;08436000;MANATÍ;ATLANTICO
1168;08421001;ARROYO DE PIEDRA;ATLANTICO
1169;41001014;SAN FRANCISCO;HUILA
1172;50124000;CABUYARO;META
1173;52215000;CÓRDOBA;NARIÑO
1174;52001010;GUALMATÁN;NARIÑO
1175;25797001;LA GRAN VÍA;CUNDINAMARCA
1177;52435000;PIEDRANCHA;NARIÑO
1178;52480000;NARIÑO;NARIÑO
1179;52540000;POLICARPA;NARIÑO
1180;08573002;SALGAR;ATLANTICO
1181;52685000;SAN BERNARDO;NARIÑO
1182;52540006;SANTA CRUZ;NARIÑO
1183;52720000;SAPUYES;NARIÑO
1184;54743000;SILOS;NORTE DE SANTANDER
1185;52788000;TANGUA;NARIÑO
1186;13810011;TIQUISIO NUEVO;BOLIVAR
1187;70400000;LA UNIÓN;SUCRE
1188;68132000;CALIFORNIA;SANTANDER
1190;68190002;PUERTO ARAUJO;SANTANDER
1192;52227001;CHILES;NARIÑO
1193;68418000;LOS SANTOS;SANTANDER
1194;05647000;SAN ANDRÉS DE CUERQUÍA;ANTIOQUIA
1195;44035000;ALBANIA;GUAJIRA
1196;52405000;LEIVA;NARIÑO
1197;52254000;EL PEÑOL;NARIÑO
1198;52381000;LA FLORIDA;NARIÑO
1199;13760000;SOPLAVIENTO;BOLIVAR
1200;85001002;LA CHAPARRERA;CASANARE
1201;05790002;EL DOCE;ANTIOQUIA
1202;05858001;EL TIGRE;ANTIOQUIA
1203;05001001;PALMITAS;ANTIOQUIA
1204;52356002;LAS LAJAS;NARIÑO
1205;52356003;SAN JUAN;NARIÑO
1207;05543000;PEQUE;ANTIOQUIA
1208;19050000;ARGELIA;CAUCA
1209;08832010;PLAYA MENDOZA;ATLANTICO
1210;08372004;SANTA VERÓNICA;ATLANTICO
1211;08001001;JUAN MINA;ATLANTICO
1212;47745003;PALERMO;MAGDALENA
1223;88001000;SAN ANDRÉS;SAN ANDRES Y PROVIDENCIA
1244;68867000;VETAS;SANTANDER
1252;08078001;CAMPECHE;ATLANTICO
1254;52786019;EL REMOLINO;NARIÑO
1255;44035001;CUESTECITAS;GUAJIRA
1256;05001004;SANTA ELENA;ANTIOQUIA
1257;05120003;GUARUMO;ANTIOQUIA
66;25754000;BOSA;CUNDINAMARCA
151;76001000;CAVASA;VALLE DEL CAUCA
164;11001000;FONTIBON;BOGOTA, D.C.
266;25175000;LA CARO;CUNDINAMARCA
282;54874000;LA PARADA;NORTE DE SANTANDER
296;76248000;INGENIO PROVIDENCIA;VALLE DEL CAUCA
331;66001000;RIOPAILA;RISARALDA
2024;15090000;BERBEO;BOYACA
2054;15109000;BUENAVISTA;BOYACA
335;47001000;RODADERO;MAGDALENA
352;05001000;SAN ANTONIO DE PRADO;ANTIOQUIA
408;11001000;SUBA;BOGOTA, D.C.
435;11001000;USAQUEN;BOGOTA, D.C.
503;11001000;ENGATIVA;BOGOTA, D.C.
535;25817000;TIBITO;CUNDINAMARCA
556;25754000;EL MUÑA;CUNDINAMARCA
904;11001000;USME;BOGOTA, D.C.
954;73449000;TOLEMAIDA;TOLIMA
1029;23466000;LOMASECA;CORDOBA
1079;23466000;CERROMATOSO;CORDOBA
1093;44001000;LA MINA;GUAJIRA
1140;86320000;YARUMO;PUTUMAYO
1245;20250002;MINA LA FRANCIA;CESAR
1246;20250002;MINA PRODECO;CESAR
1247;20250002;LA LOMA DE POTRER;CESAR
1248;20250002;LA LOMA CALENTURITAS;CESAR
1250;20250002;FERROLARGO;CESAR
1253;20250002;LA LOMA DEL BALSAMO;CESAR
1316;05480005;BAJIRÁ;ANTIOQUIA
1317;27006003;CAPURGANÁ;CHOCO
1318;27001032;TUTUNENDÓ;CHOCO
1319;05887007;LLANOS DE CUIVA;ANTIOQUIA
1320;19001002;CALIBÍO;CAUCA
1321;19001013;PUEBLILLO;CAUCA
1322;19001014;PUELENJE;CAUCA
1323;19001035;VEREDA DE TORRES;CAUCA
1324;19001039;PARCELACIÓN ATARDECERES DE LA PRADERA;CAUCA
1325;19142034;BODEGA ARRIBA;CAUCA
1326;19300000;GUACHENÉ;CAUCA
1327;19455008;TIERRADURA;CAUCA
1328;19455010;GUATEMALA;CAUCA
1329;19573001;BOCAS DEL PALO;CAUCA
1330;19573004;ZANJÓN RICO;CAUCA
1331;19573005;PERICO NEGRO;CAUCA
1332;19573006;VUELTA LARGA;CAUCA
1333;19573008;LOS BANCOS;CAUCA
1334;19573009;GUENGUE;CAUCA
1335;19573010;CIUDAD SUR;CAUCA
1336;19585000;COCONUCO;CAUCA
1337;19585004;PURACÉ;CAUCA
1338;19698004;LA ARROBLEDA;CAUCA
1339;19698017;DOMINGUILLO;CAUCA
1340;19698018;EL CRUCERO;CAUCA
1341;19698028;LA AGUSTINA;CAUCA
1342;19845001;AGUA AZUL;CAUCA
1343;76001001;EL SALADITO;VALLE DEL CAUCA
1344;76001002;FELIDIA;VALLE DEL CAUCA
1345;76001003;GOLONDRINAS;VALLE DEL CAUCA
1346;76001004;EL HORMIGUERO;VALLE DEL CAUCA
1347;76001006;LA CASTILLA;VALLE DEL CAUCA
1348;76001007;LA ELVIRA;VALLE DEL CAUCA
1349;76001008;LA LEONERA;VALLE DEL CAUCA
1350;76001014;PICHINDE;VALLE DEL CAUCA
1351;76001020;VILLACARMELO;VALLE DEL CAUCA
1352;76109066;LA DELFINA;VALLE DEL CAUCA
1353;76109071;SAN CIPRIANO;VALLE DEL CAUCA
1354;76109083;BENDICIONES;VALLE DEL CAUCA
1355;76109094;KATANGA;VALLE DEL CAUCA
1356;76111005;EL VINCULO;VALLE DEL CAUCA
1357;76111012;QUEBRADASECA;VALLE DEL CAUCA
1358;76111014;ZANJÓN HONDO;VALLE DEL CAUCA
1359;76111016;EL PORVENIR;VALLE DEL CAUCA
1360;76130002;EL ARENAL;VALLE DEL CAUCA
1361;76130003;EL CABUYAL;VALLE DEL CAUCA
1362;76130006;EL TIPLE;VALLE DEL CAUCA
1363;76130009;LA REGINA;VALLE DEL CAUCA
1364;76130021;LA ALBANIA;VALLE DEL CAUCA
1365;76130027;EL SILENCIO;VALLE DEL CAUCA
1366;76233001;ATUNCELA;VALLE DEL CAUCA
1367;76233012;EL SALADO;VALLE DEL CAUCA
1368;76233036;KILÓMETRO 26;VALLE DEL CAUCA
1369;76248018;LA HONDA;VALLE DEL CAUCA
1370;76275004;CHOCOCITO;VALLE DEL CAUCA
1371;76275011;SAN ANTONIO DE LOS CABALLEROS;VALLE DEL CAUCA
1372;76275012;SAN FRANCISCO;VALLE DEL CAUCA
1373;76306005;SABALETAS;VALLE DEL CAUCA
1374;76306008;VILLA VANEGAS;VALLE DEL CAUCA
1375;76318003;GUABAS;VALLE DEL CAUCA
1376;76318004;GUABITAS;VALLE DEL CAUCA
1377;76318006;PICHICHÍ;VALLE DEL CAUCA
1378;76364005;PASO DE LA BOLSA;VALLE DEL CAUCA
1379;76364014;VILLA COLOMBIA;VALLE DEL CAUCA
1380;76364015;VILLAPAZ;VALLE DEL CAUCA
451;50001000;VILLAVICENCIO;META
452;25875000;VILLETA;CUNDINAMARCA
453;25878000;VIOTÁ;CUNDINAMARCA
454;17877000;VITERBO;CALDAS
455;25885000;YACOPÍ;CUNDINAMARCA
456;05887000;YARUMAL;ANTIOQUIA
457;05890000;YOLOMBÓ;ANTIOQUIA
458;85001000;YOPAL;CASANARE
459;76892000;YUMBO;VALLE DEL CAUCA
460;13894000;ZAMBRANO;BOLIVAR
461;68895000;ZAPATOCA;SANTANDER
462;05895000;ZARAGOZA;ANTIOQUIA
463;76895000;ZARZAL;VALLE DEL CAUCA
464;25899000;ZIPAQUIRÁ;CUNDINAMARCA
465;73408000;LÉRIDA;TOLIMA
466;25377000;LA CALERA;CUNDINAMARCA
467;05585003;LA SIERRA;ANTIOQUIA
468;76845000;ULLOA;VALLE DEL CAUCA
469;52683000;SANDONÁ;NARIÑO
470;05134000;CAMPAMENTO;ANTIOQUIA
471;81736000;SARAVENA;ARAUCA
472;73236000;DOLORES;TOLIMA
473;73024000;ALPUJARRA;TOLIMA
